uid,namedLocation,date,eventID,domainID,siteID,plotID,measuredBy,recordedBy,individualID,tempShrubStemID,growthForm,stemDiameter,measurementHeight,height,baseCrownHeight,breakHeight,breakDiameter,maxCrownDiameter,ninetyCrownDiameter,canopyPosition,shape,basalStemDiameter
4829ee06-b080-4c5a-8e73-0fcb4c3b6ae0,GRSM_002.basePlot.vst,2016-10-11,vst_GRSM_2016,D07,GRSM,GRSM_002,2fddaaee11e79898768a3df4726df9c2,1dab0eaaa974bca1f6fa6523b180e6fa,NEON.PLA.D07.GRSM.03239,NA,single shrub,3.6,130,1.7,NA,NA,NA,3.6,1.4,NA,oblate half-sphere,5.3
ffba43a5-18b5-4122-8f49-bfcd19bf9be5,GRSM_002.basePlot.vst,2016-10-11,vst_GRSM_2016,D07,GRSM,GRSM_002,2fddaaee11e79898768a3df4726df9c2,1dab0eaaa974bca1f6fa6523b180e6fa,NEON.PLA.D07.GRSM.03296,NA,single shrub,4.6,130,3.1,NA,NA,NA,1.9,1.7,NA,half-sphere,6.8
342643e4-77d3-41f4-807c-b557801d87f3,GRSM_002.basePlot.vst,2016-10-11,vst_GRSM_2016,D07,GRSM,GRSM_002,2fddaaee11e79898768a3df4726df9c2,1dab0eaaa974bca1f6fa6523b180e6fa,NEON.PLA.D07.GRSM.03308,NA,single bole tree,16.2,130,12.0,NA,NA,NA,5.0,4.1,Mostly shaded,NA,NA
7cd50d0a-6b1d-48ec-80d8-a3a00b24c1c3,GRSM_002.basePlot.vst,2016-10-11,vst_GRSM_2016,D07,GRSM,GRSM_002,2fddaaee11e79898768a3df4726df9c2,1dab0eaaa974bca1f6fa6523b180e6fa,NEON.PLA.D07.GRSM.03267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
db0f307f-6dc4-41f9-92c0-be1c52728f1c,GRSM_002.basePlot.vst,2016-10-11,vst_GRSM_2016,D07,GRSM,GRSM_002,2fddaaee11e79898768a3df4726df9c2,1dab0eaaa974bca1f6fa6523b180e6fa,NEON.PLA.D07.GRSM.03262,NA,single bole tree,10.6,130,6.8,NA,NA,NA,3.4,2.7,Mostly shaded,NA,NA
51ece928-c62e-4ae0-acec-de8e096e6d9d,GRSM_002.basePlot.vst,2016-10-11,vst_GRSM_2016,D07,GRSM,GRSM_002,2fddaaee11e79898768a3df4726df9c2,1dab0eaaa974bca1f6fa6523b180e6fa,NEON.PLA.D07.GRSM.03284A,NA,multi-bole tree,14.2,130,12.0,NA,NA,NA,6.3,6.0,Partially shaded,NA,NA
1d19877d-10ce-447a-9fae-6270da3ece2b,GRSM_002.basePlot.vst,2016-10-11,vst_GRSM_2016,D07,GRSM,GRSM_002,2fddaaee11e79898768a3df4726df9c2,1dab0eaaa974bca1f6fa6523b180e6fa,NEON.PLA.D07.GRSM.03242,NA,single bole tree,17.8,130,14.3,NA,NA,NA,4.8,4.6,Partially shaded,NA,NA
1fe03451-e33a-4b96-a3a0-33a592478914,GRSM_002.basePlot.vst,2016-10-11,vst_GRSM_2016,D07,GRSM,GRSM_002,2fddaaee11e79898768a3df4726df9c2,1dab0eaaa974bca1f6fa6523b180e6fa,NEON.PLA.D07.GRSM.03302,NA,single bole tree,32.8,130,16.2,NA,NA,NA,4.7,4.2,Partially shaded,NA,NA
9c3964f8-784f-4b7c-9cc9-ddc6b03e5aa6,GRSM_025.basePlot.vst,2016-10-17,vst_GRSM_2016,D07,GRSM,GRSM_025,cedce85f9ffbf789779b12db4081f508,1dab0eaaa974bca1f6fa6523b180e6fa,NEON.PLA.D07.GRSM.02778,NA,single bole tree,32.4,130,11.3,NA,NA,NA,3.0,2.6,Partially shaded,NA,NA
1277f984-2693-4af6-a404-d568ef6cf187,GRSM_025.basePlot.vst,2016-10-17,vst_GRSM_2016,D07,GRSM,GRSM_025,cedce85f9ffbf789779b12db4081f508,1dab0eaaa974bca1f6fa6523b180e6fa,NEON.PLA.D07.GRSM.02828,NA,single bole tree,18.6,130,9.9,NA,NA,NA,6.2,5.8,Partially shaded,NA,NA
3acbea28-1cd7-4fc2-aee1-8abe127abba7,GRSM_025.basePlot.vst,2016-10-17,vst_GRSM_2016,D07,GRSM,GRSM_025,cedce85f9ffbf789779b12db4081f508,1dab0eaaa974bca1f6fa6523b180e6fa,NEON.PLA.D07.GRSM.02843,NA,small tree,6.9,130,6.3,NA,NA,NA,NA,NA,NA,NA,NA
80c43d9f-308b-4838-b3d4-3ae1d56863fe,GRSM_016.basePlot.vst,2016-10-17,vst_GRSM_2016,D07,GRSM,GRSM_016,cedce85f9ffbf789779b12db4081f508,1dab0eaaa974bca1f6fa6523b180e6fa,NEON.PLA.D07.GRSM.02935,NA,single bole tree,43.5,130,20.7,NA,NA,NA,7.5,7.0,Full sun,NA,NA
c013995f-0b26-4422-8f4d-c2f839259d7c,GRSM_025.basePlot.vst,2016-10-17,vst_GRSM_2016,D07,GRSM,GRSM_025,cedce85f9ffbf789779b12db4081f508,1dab0eaaa974bca1f6fa6523b180e6fa,NEON.PLA.D07.GRSM.02855,NA,small tree,6.5,130,6.3,NA,NA,NA,NA,NA,NA,NA,NA
4f71effa-8817-4421-96be-558ab33c11cd,GRSM_025.basePlot.vst,2016-10-17,vst_GRSM_2016,D07,GRSM,GRSM_025,cedce85f9ffbf789779b12db4081f508,1dab0eaaa974bca1f6fa6523b180e6fa,NEON.PLA.D07.GRSM.02784,NA,single bole tree,22.8,130,12.1,NA,NA,NA,5.4,4.5,Partially shaded,NA,NA
1555396b-71a0-4666-8fd8-b08a52b1b93a,GRSM_016.basePlot.vst,2016-10-17,vst_GRSM_2016,D07,GRSM,GRSM_016,cedce85f9ffbf789779b12db4081f508,1dab0eaaa974bca1f6fa6523b180e6fa,NEON.PLA.D07.GRSM.02968,NA,single bole tree,13.4,130,6.5,NA,NA,NA,4.3,4.0,Mostly shaded,NA,NA
5fcc4665-b07d-4ece-81a9-8c241864afba,GRSM_025.basePlot.vst,2016-10-17,vst_GRSM_2016,D07,GRSM,GRSM_025,cedce85f9ffbf789779b12db4081f508,1dab0eaaa974bca1f6fa6523b180e6fa,NEON.PLA.D07.GRSM.02835,NA,single bole tree,14.2,130,10.0,NA,NA,NA,4.0,3.4,Partially shaded,NA,NA
9e904465-276d-456a-acfa-382aa220ffd9,GRSM_025.basePlot.vst,2016-10-17,vst_GRSM_2016,D07,GRSM,GRSM_025,cedce85f9ffbf789779b12db4081f508,1dab0eaaa974bca1f6fa6523b180e6fa,NEON.PLA.D07.GRSM.02856,NA,small tree,2.1,130,3.2,NA,NA,NA,NA,NA,NA,NA,NA
77291d27-cd4b-4582-b894-bb890e880d8f,GRSM_016.basePlot.vst,2016-10-17,vst_GRSM_2016,D07,GRSM,GRSM_016,cedce85f9ffbf789779b12db4081f508,1dab0eaaa974bca1f6fa6523b180e6fa,NEON.PLA.D07.GRSM.02937,NA,sapling,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,1.7
737fccb0-d3f6-4220-9d3a-7347b8178d93,GRSM_016.basePlot.vst,2016-10-17,vst_GRSM_2016,D07,GRSM,GRSM_016,cedce85f9ffbf789779b12db4081f508,1dab0eaaa974bca1f6fa6523b180e6fa,NEON.PLA.D07.GRSM.02985,NA,single bole tree,12.7,130,8.9,NA,NA,NA,3.9,2.9,Mostly shaded,NA,NA
9b911f43-237a-469a-9006-649240d547b8,GRSM_016.basePlot.vst,2016-10-17,vst_GRSM_2016,D07,GRSM,GRSM_016,cedce85f9ffbf789779b12db4081f508,1dab0eaaa974bca1f6fa6523b180e6fa,NEON.PLA.D07.GRSM.02987,NA,single bole tree,10.7,140,3.5,NA,NA,NA,3.5,2.8,Mostly shaded,NA,NA
f123b537-ed53-45aa-bd22-fcd8abcebae3,GRSM_016.basePlot.vst,2016-10-17,vst_GRSM_2016,D07,GRSM,GRSM_016,cedce85f9ffbf789779b12db4081f508,1dab0eaaa974bca1f6fa6523b180e6fa,NEON.PLA.D07.GRSM.02903,NA,small tree,6.0,130,7.0,NA,NA,NA,NA,NA,NA,NA,NA
f2d127a4-0ecb-40b6-abac-991f3d91cb3d,GRSM_016.basePlot.vst,2016-10-17,vst_GRSM_2016,D07,GRSM,GRSM_016,cedce85f9ffbf789779b12db4081f508,1dab0eaaa974bca1f6fa6523b180e6fa,NEON.PLA.D07.GRSM.02942,NA,small tree,1.8,130,1.9,NA,NA,NA,NA,NA,NA,NA,NA
e2655b20-3342-49e7-b2d0-eed20be7c86a,GRSM_016.basePlot.vst,2016-10-17,vst_GRSM_2016,D07,GRSM,GRSM_016,cedce85f9ffbf789779b12db4081f508,1dab0eaaa974bca1f6fa6523b180e6fa,NEON.PLA.D07.GRSM.02939,NA,sapling,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,1.3
b338f673-e81c-4aed-b542-ab17d71df502,GRSM_016.basePlot.vst,2016-10-17,vst_GRSM_2016,D07,GRSM,GRSM_016,cedce85f9ffbf789779b12db4081f508,1dab0eaaa974bca1f6fa6523b180e6fa,NEON.PLA.D07.GRSM.02958,NA,small tree,1.6,130,4.4,NA,NA,NA,NA,NA,NA,NA,NA
3408c51f-6157-4604-a958-61e9e072db29,GRSM_025.basePlot.vst,2016-10-17,vst_GRSM_2016,D07,GRSM,GRSM_025,cedce85f9ffbf789779b12db4081f508,1dab0eaaa974bca1f6fa6523b180e6fa,NEON.PLA.D07.GRSM.02838,NA,small tree,4.8,130,5.1,NA,NA,NA,NA,NA,NA,NA,NA
