uid,namedLocation,date,eventID,domainID,siteID,plotID,individualID,growthForm,stemDiameter,measurementHeight,height,baseCrownHeight,breakHeight,breakDiameter,maxCrownDiameter,ninetyCrownDiameter,canopyPosition,shape,basalStemDiameter
a3352991-9c85-4bd6-a8e2-6089784ac27b,HARV_035.basePlot.vst,2015-08-21,vst_HARV_2015,D01,HARV,HARV_035,NEON.PLA.D01.HARV.04563,NA,10.5,130,9.7,NA,NA,NA,NA,NA,Mostly shaded,NA,NA
4f0bb395-128e-4709-b402-79d471ef2c91,HARV_035.basePlot.vst,2015-08-21,vst_HARV_2015,D01,HARV,HARV_035,NEON.PLA.D01.HARV.04099,NA,15.3,130,7.3,NA,NA,NA,NA,NA,Mostly shaded,NA,NA
c132c7dc-89c8-43f8-8a06-304f1cf46ad7,HARV_035.basePlot.vst,2015-08-21,vst_HARV_2015,D01,HARV,HARV_035,NEON.PLA.D01.HARV.04519,NA,15.8,130,14.2,NA,NA,NA,NA,NA,Partially shaded,NA,NA
6e99194f-e827-4e96-8ef3-804f355b7a2a,HARV_035.basePlot.vst,2015-08-21,vst_HARV_2015,D01,HARV,HARV_035,NEON.PLA.D01.HARV.04077,NA,10.2,130,12.1,NA,NA,NA,NA,NA,Mostly shaded,NA,NA
582616c6-4bf8-46a1-a942-8ec1700c73f7,HARV_035.basePlot.vst,2015-08-21,vst_HARV_2015,D01,HARV,HARV_035,NEON.PLA.D01.HARV.04535,NA,20.4,130,16.1,NA,NA,NA,NA,NA,Partially shaded,NA,NA
606cef45-4d2b-4147-997e-dd9fcab4d177,HARV_035.basePlot.vst,2015-08-21,vst_HARV_2015,D01,HARV,HARV_035,NEON.PLA.D01.HARV.04551,NA,14.8,130,12.9,NA,NA,NA,NA,NA,Partially shaded,NA,NA
e86388e9-d493-46dd-bcfd-7cba6443447d,HARV_035.basePlot.vst,2015-08-21,vst_HARV_2015,D01,HARV,HARV_035,NEON.PLA.D01.HARV.04812,NA,23.2,130,7.4,NA,NA,NA,NA,NA,NA,NA,NA
852c5a58-85af-4b8c-afee-faddae7d306f,HARV_035.basePlot.vst,2015-08-21,vst_HARV_2015,D01,HARV,HARV_035,NEON.PLA.D01.HARV.04550,NA,12.7,130,12.1,NA,NA,NA,NA,NA,Partially shaded,NA,NA
9e3022d8-f336-4348-a825-f7e287ecb403,HARV_035.basePlot.vst,2015-08-21,vst_HARV_2015,D01,HARV,HARV_035,NEON.PLA.D01.HARV.04817,NA,15.3,130,14.4,NA,NA,NA,NA,NA,Partially shaded,NA,NA
7c413ecd-d4f6-417e-8ca0-f80445a91fac,HARV_035.basePlot.vst,2015-08-21,vst_HARV_2015,D01,HARV,HARV_035,NEON.PLA.D01.HARV.04538,NA,12.3,130,9.8,NA,NA,NA,NA,NA,Mostly shaded,NA,NA
ce592215-0827-4874-ad9c-492e7bcea6ef,HARV_035.basePlot.vst,2015-08-21,vst_HARV_2015,D01,HARV,HARV_035,NEON.PLA.D01.HARV.04557,NA,16.0,130,10.9,NA,NA,NA,NA,NA,Mostly shaded,NA,NA
36ddd77e-1cdb-4ee7-800a-36daafab5018,HARV_035.basePlot.vst,2015-08-21,vst_HARV_2015,D01,HARV,HARV_035,NEON.PLA.D01.HARV.04075,NA,12.8,130,8.3,NA,NA,NA,NA,NA,Mostly shaded,NA,NA
cb871295-b6d4-4d11-99b7-7ca8ab58513c,HARV_035.basePlot.vst,2015-08-21,vst_HARV_2015,D01,HARV,HARV_035,NEON.PLA.D01.HARV.04081,NA,11.7,130,10.6,NA,NA,NA,NA,NA,Mostly shaded,NA,NA
26cedf2b-9f50-48a9-b185-45032d708cb4,HARV_035.basePlot.vst,2015-08-21,vst_HARV_2015,D01,HARV,HARV_035,NEON.PLA.D01.HARV.01424,NA,22.2,130,14.4,NA,NA,NA,NA,NA,Partially shaded,NA,NA
8b3c9d29-ff90-4c34-8289-eb39ca118453,HARV_035.basePlot.vst,2015-08-21,vst_HARV_2015,D01,HARV,HARV_035,NEON.PLA.D01.HARV.04085,NA,22.0,130,14.4,NA,NA,NA,NA,NA,Partially shaded,NA,NA
999eb666-cafe-4ee2-9d05-d6993efe7087,HARV_035.basePlot.vst,2015-08-21,vst_HARV_2015,D01,HARV,HARV_035,NEON.PLA.D01.HARV.04542,NA,22.2,130,14.4,NA,NA,NA,NA,NA,Full sun,NA,NA
66b4368a-3fe6-47d7-8b7d-3bde68ddc657,HARV_035.basePlot.vst,2015-08-21,vst_HARV_2015,D01,HARV,HARV_035,NEON.PLA.D01.HARV.04559,NA,16.7,130,10.6,NA,NA,NA,NA,NA,Mostly shaded,NA,NA
67ca6e7e-88d9-45dc-af81-204ebdd114fc,HARV_035.basePlot.vst,2015-08-21,vst_HARV_2015,D01,HARV,HARV_035,NEON.PLA.D01.HARV.04091,NA,15.0,130,14.4,NA,NA,NA,NA,NA,Partially shaded,NA,NA
3d678b72-185f-42c9-99e7-841f6e143d3a,HARV_035.basePlot.vst,2015-08-21,vst_HARV_2015,D01,HARV,HARV_035,NEON.PLA.D01.HARV.04082,NA,16.3,130,13.3,NA,NA,NA,NA,NA,Partially shaded,NA,NA
3437b4a6-1965-4383-b477-b7d3a3bd368b,HARV_035.basePlot.vst,2015-08-21,vst_HARV_2015,D01,HARV,HARV_035,NEON.PLA.D01.HARV.04566,NA,22.5,130,16.4,NA,NA,NA,NA,NA,Partially shaded,NA,NA
767fe91c-6a75-4ecc-805f-127225fa36a2,HARV_035.basePlot.vst,2015-08-21,vst_HARV_2015,D01,HARV,HARV_035,NEON.PLA.D01.HARV.04804,NA,13.0,130,5.4,NA,NA,NA,NA,NA,Full shade,NA,NA
6111ebf7-5b1f-4e41-a7d7-e0b1657b3dc0,HARV_035.basePlot.vst,2015-08-21,vst_HARV_2015,D01,HARV,HARV_035,NEON.PLA.D01.HARV.04533,NA,24.6,130,13.0,NA,NA,NA,NA,NA,Mostly shaded,NA,NA
a1e640af-07c1-462c-8e6a-2dd89225168e,HARV_035.basePlot.vst,2015-08-21,vst_HARV_2015,D01,HARV,HARV_035,NEON.PLA.D01.HARV.04090,NA,19.2,130,11.5,NA,NA,NA,NA,NA,Mostly shaded,NA,NA
b1437233-b1fd-4abb-a34a-1253fedf920d,HARV_035.basePlot.vst,2015-08-21,vst_HARV_2015,D01,HARV,HARV_035,NEON.PLA.D01.HARV.04815,NA,13.2,130,9.5,NA,NA,NA,NA,NA,Full shade,NA,NA
94932a62-ea51-44cc-9adc-8785a8fcd7ca,HARV_035.basePlot.vst,2015-08-21,vst_HARV_2015,D01,HARV,HARV_035,NEON.PLA.D01.HARV.04080,NA,22.3,130,15.3,NA,NA,NA,NA,NA,Full sun,NA,NA
408a9e62-1de6-4fdb-a2a9-32c6e75bf6fa,HARV_035.basePlot.vst,2015-08-21,vst_HARV_2015,D01,HARV,HARV_035,NEON.PLA.D01.HARV.04564,NA,13.5,130,14.0,NA,NA,NA,NA,NA,Partially shaded,NA,NA
c96b181a-ad3e-4663-9cdd-c607c5aea4a1,HARV_035.basePlot.vst,2015-08-21,vst_HARV_2015,D01,HARV,HARV_035,NEON.PLA.D01.HARV.04543,NA,10.5,130,7.4,NA,NA,NA,NA,NA,Full shade,NA,NA
c443735e-2a09-4943-b2ad-09ad37c14ab9,HARV_035.basePlot.vst,2015-08-21,vst_HARV_2015,D01,HARV,HARV_035,NEON.PLA.D01.HARV.04802,NA,16.2,130,15.6,NA,NA,NA,NA,NA,Mostly shaded,NA,NA
1f9037c4-c0c3-4537-ae1e-e529ecb461d2,HARV_035.basePlot.vst,2015-08-21,vst_HARV_2015,D01,HARV,HARV_035,NEON.PLA.D01.HARV.04821,NA,11.0,130,8.8,NA,NA,NA,NA,NA,Full shade,NA,NA
b62f58cf-211f-473b-a7e1-a7ac4852a7f0,HARV_035.basePlot.vst,2015-08-21,vst_HARV_2015,D01,HARV,HARV_035,NEON.PLA.D01.HARV.04548,NA,18.7,130,14.8,NA,NA,NA,NA,NA,Partially shaded,NA,NA
9fca6002-a73d-42a9-b1fb-cf56961a8cf2,HARV_035.basePlot.vst,2015-08-21,vst_HARV_2015,D01,HARV,HARV_035,NEON.PLA.D01.HARV.04556,NA,18.4,130,10.2,NA,NA,NA,NA,NA,Mostly shaded,NA,NA
8c9b200a-92be-40f7-800a-ec0d5ebec9fe,HARV_035.basePlot.vst,2015-08-21,vst_HARV_2015,D01,HARV,HARV_035,NEON.PLA.D01.HARV.04071,NA,15.5,130,14.1,NA,NA,NA,NA,NA,NA,NA,NA
b8c303a9-3c98-4eb7-97d4-8c6693abedf5,HARV_035.basePlot.vst,2015-08-21,vst_HARV_2015,D01,HARV,HARV_035,NEON.PLA.D01.HARV.04561,NA,24.1,130,16.0,NA,NA,NA,NA,NA,Partially shaded,NA,NA
6e4eda69-63c6-4c70-ba4d-0fc809c5604f,HARV_035.basePlot.vst,2015-08-21,vst_HARV_2015,D01,HARV,HARV_035,NEON.PLA.D01.HARV.04529,NA,13.1,130,6.6,NA,NA,NA,NA,NA,NA,NA,NA
aade64e0-4404-46fb-9c98-ac8d53a3e180,HARV_035.basePlot.vst,2015-08-21,vst_HARV_2015,D01,HARV,HARV_035,NEON.PLA.D01.HARV.04585,NA,10.8,130,8.2,NA,NA,NA,NA,NA,Full shade,NA,NA
4958814e-02a9-4077-b046-48a8921c71c5,HARV_035.basePlot.vst,2015-08-21,vst_HARV_2015,D01,HARV,HARV_035,NEON.PLA.D01.HARV.04534,NA,14.3,130,6.0,NA,NA,NA,NA,NA,Full shade,NA,NA
