uid,namedLocation,date,eventID,domainID,siteID,plotID,individualID,tempShrubStemID,growthForm,stemDiameter,measurementHeight,height,baseCrownHeight,breakHeight,breakDiameter,maxCrownDiameter,ninetyCrownDiameter,canopyPosition,shape,basalStemDiameter,recordedBy,measuredBy
9ce76e2e-4707-483d-954d-30c6a6945644,BART_075.basePlot.vst,2017-09-06,vst_BART_2017,D01,BART,BART_075,NEON.PLA.D01.BART.04496A,NA,multi-bole tree,16.7,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,521ed1ff5d1a4cda901a7232ba335fae,3be9691fc06e125e6c2b316fc6c6be4b
ee6c3c20-4c65-4a82-b80a-da3e63853669,BART_075.basePlot.vst,2017-09-06,vst_BART_2017,D01,BART,BART_075,NEON.PLA.D01.BART.03237,NA,single bole tree,36.6,130,24.4,NA,NA,NA,NA,NA,NA,NA,NA,521ed1ff5d1a4cda901a7232ba335fae,3be9691fc06e125e6c2b316fc6c6be4b
1719ff57-dd04-4957-a44b-a45f0e721062,BART_075.basePlot.vst,2017-09-06,vst_BART_2017,D01,BART,BART_075,NEON.PLA.D01.BART.03278,NA,single bole tree,12.0,130,9.7,NA,NA,NA,NA,NA,NA,NA,NA,521ed1ff5d1a4cda901a7232ba335fae,3be9691fc06e125e6c2b316fc6c6be4b
53aec840-329e-418c-b53e-1ead43ccbd21,BART_075.basePlot.vst,2017-09-06,vst_BART_2017,D01,BART,BART_075,NEON.PLA.D01.BART.04494,NA,single bole tree,11.0,130,5.0,NA,NA,NA,NA,NA,NA,NA,NA,521ed1ff5d1a4cda901a7232ba335fae,3be9691fc06e125e6c2b316fc6c6be4b
265652f7-5eb2-4973-90d4-6b74a20cb39a,BART_075.basePlot.vst,2017-09-06,vst_BART_2017,D01,BART,BART_075,NEON.PLA.D01.BART.03300,NA,single bole tree,33.3,130,18.0,NA,NA,NA,NA,NA,NA,NA,NA,521ed1ff5d1a4cda901a7232ba335fae,3be9691fc06e125e6c2b316fc6c6be4b
8c174bbd-2e14-479e-8182-10f5c1353afb,BART_075.basePlot.vst,2017-09-06,vst_BART_2017,D01,BART,BART_075,NEON.PLA.D01.BART.03279,NA,single bole tree,20.0,130,8.1,NA,NA,NA,NA,NA,NA,NA,NA,521ed1ff5d1a4cda901a7232ba335fae,3be9691fc06e125e6c2b316fc6c6be4b
b276d472-5152-4a43-9b41-ad2415426284,BART_075.basePlot.vst,2017-09-06,vst_BART_2017,D01,BART,BART_075,NEON.PLA.D01.BART.03266,NA,single bole tree,10.7,130,10.0,NA,NA,NA,NA,NA,NA,NA,NA,521ed1ff5d1a4cda901a7232ba335fae,3be9691fc06e125e6c2b316fc6c6be4b
1e8ca55b-cfd7-4000-9d36-e8f3468c6ed8,BART_075.basePlot.vst,2017-09-06,vst_BART_2017,D01,BART,BART_075,NEON.PLA.D01.BART.03242,NA,single bole tree,22.5,130,17.0,NA,NA,NA,NA,NA,NA,NA,NA,521ed1ff5d1a4cda901a7232ba335fae,3be9691fc06e125e6c2b316fc6c6be4b
de2aca3e-3494-487a-953b-84c075639837,BART_075.basePlot.vst,2017-09-06,vst_BART_2017,D01,BART,BART_075,NEON.PLA.D01.BART.03226,NA,single bole tree,13.7,130,10.6,NA,NA,NA,NA,NA,NA,NA,NA,521ed1ff5d1a4cda901a7232ba335fae,3be9691fc06e125e6c2b316fc6c6be4b
bb5eb016-2de7-47fd-81c6-134cff8a5180,BART_075.basePlot.vst,2017-09-06,vst_BART_2017,D01,BART,BART_075,NEON.PLA.D01.BART.03280,NA,single bole tree,43.7,130,16.3,NA,NA,NA,NA,NA,NA,NA,NA,521ed1ff5d1a4cda901a7232ba335fae,3be9691fc06e125e6c2b316fc6c6be4b
