uid,namedLocation,date,eventID,domainID,siteID,plotID,individualID,growthForm,stemDiameter,measurementHeight,height,baseCrownHeight,breakHeight,breakDiameter,maxCrownDiameter,ninetyCrownDiameter,canopyPosition,shape,basalStemDiameter,recordedBy,measuredBy
0a10c62f-b3a8-4d5b-99c3-bb8d4ddea0f6,BLAN_055.basePlot.vst,2018-11-08,vst_BLAN_2018,D02,BLAN,BLAN_055,NEON.PLA.D02.BLAN.05918,small shrub,NA,NA,1.5,NA,NA,NA,1.4,1.0,NA,inverted cone,1.7,3f08d40b4b4b2ff0382be651efa7d764,1f99467eb65a6bce055fb289e2523219
34735cdf-be64-41de-8438-b4adf2016384,BLAN_055.basePlot.vst,2018-11-08,vst_BLAN_2018,D02,BLAN,BLAN_055,NEON.PLA.D02.BLAN.05917,small shrub,NA,NA,1.6,NA,NA,NA,1.3,1.0,NA,inverted cone,1.3,3f08d40b4b4b2ff0382be651efa7d764,1f99467eb65a6bce055fb289e2523219
107bfcc6-9baf-482a-a69f-7ececd5569ec,BLAN_055.basePlot.vst,2018-11-08,vst_BLAN_2018,D02,BLAN,BLAN_055,NEON.PLA.D02.BLAN.13340,small shrub,NA,NA,1.7,NA,NA,NA,0.5,0.5,NA,cylinder,1.4,3f08d40b4b4b2ff0382be651efa7d764,1f99467eb65a6bce055fb289e2523219
6f553f5a-157c-4ee2-b89a-5b9e634e2103,BLAN_055.basePlot.vst,2018-11-08,vst_BLAN_2018,D02,BLAN,BLAN_055,NEON.PLA.D02.BLAN.05916,single shrub,1.3,130,1.9,NA,NA,NA,2.1,1.9,NA,inverted cone,2.6,3f08d40b4b4b2ff0382be651efa7d764,1f99467eb65a6bce055fb289e2523219
1f74c4d0-ef38-4376-8624-8afcf6844f61,BLAN_055.basePlot.vst,2018-11-08,vst_BLAN_2018,D02,BLAN,BLAN_055,NEON.PLA.D02.BLAN.05926,small shrub,NA,NA,1.5,0.6,NA,NA,1.1,0.5,NA,ellipsoid or sphere,1.2,3f08d40b4b4b2ff0382be651efa7d764,1f99467eb65a6bce055fb289e2523219
536edaf0-124e-479b-8b8b-749f4f2a8f31,BLAN_055.basePlot.vst,2018-11-08,vst_BLAN_2018,D02,BLAN,BLAN_055,NEON.PLA.D02.BLAN.05915,small shrub,NA,NA,1.7,NA,NA,NA,1.2,0.1,NA,inverted cone,1.2,3f08d40b4b4b2ff0382be651efa7d764,1f99467eb65a6bce055fb289e2523219
c3c016af-8403-4a16-9eff-aeb7e224491b,BLAN_055.basePlot.vst,2018-11-08,vst_BLAN_2018,D02,BLAN,BLAN_055,NEON.PLA.D02.BLAN.05911,small shrub,NA,NA,1.3,NA,NA,NA,0.8,0.7,NA,inverted cone,1.6,3f08d40b4b4b2ff0382be651efa7d764,1f99467eb65a6bce055fb289e2523219
b1977f43-4182-40bc-a60a-485e48793ab0,BLAN_055.basePlot.vst,2018-11-08,vst_BLAN_2018,D02,BLAN,BLAN_055,NEON.PLA.D02.BLAN.01821,small shrub,NA,NA,1.7,NA,NA,NA,1.1,1.1,NA,inverted cone,1.2,3f08d40b4b4b2ff0382be651efa7d764,1f99467eb65a6bce055fb289e2523219
3adf829f-32b0-478a-ab74-133fc21d6df5,BLAN_055.basePlot.vst,2018-11-08,vst_BLAN_2018,D02,BLAN,BLAN_055,NEON.PLA.D02.BLAN.01821,small shrub,NA,NA,1.7,NA,NA,NA,1.1,1.1,NA,inverted cone,1.0,3f08d40b4b4b2ff0382be651efa7d764,1f99467eb65a6bce055fb289e2523219
6d262853-fc57-4aee-94b4-e80fdd1a9c27,BLAN_055.basePlot.vst,2018-11-08,vst_BLAN_2018,D02,BLAN,BLAN_055,NEON.PLA.D02.BLAN.01836,small shrub,NA,NA,1.7,NA,NA,NA,0.9,0.6,NA,inverted cone,1.4,3f08d40b4b4b2ff0382be651efa7d764,1f99467eb65a6bce055fb289e2523219
82176bb2-8225-4785-bf26-c83f15215509,BLAN_055.basePlot.vst,2018-11-08,vst_BLAN_2018,D02,BLAN,BLAN_055,NEON.PLA.D02.BLAN.05913,small shrub,NA,NA,2.2,NA,NA,NA,1.1,1.0,NA,inverted cone,2.6,3f08d40b4b4b2ff0382be651efa7d764,1f99467eb65a6bce055fb289e2523219
