uid,namedLocation,date,eventID,domainID,siteID,plotID,individualID,growthForm,stemDiameter,measurementHeight,height,baseCrownHeight,breakHeight,breakDiameter,maxCrownDiameter,ninetyCrownDiameter,canopyPosition,shape,basalStemDiameter,recordedBy,measuredBy
b7ae7939-7057-4736-ae33-14d5fb692f2e,HARV_036.basePlot.vst,2018-09-12,vst_HARV_2018,D01,HARV,HARV_036,NEON.PLA.D01.HARV.06001,single bole tree,26.5,130,13.3,NA,NA,NA,NA,NA,NA,NA,NA,82850da083ead2e4bd6f6935d0ca95f5,1fb0ab702a1e349ebe60576a6a07ab87
74862a3a-f24c-4eaa-80e4-14d1acb46d88,HARV_045.basePlot.vst,2018-09-19,vst_HARV_2018,D01,HARV,HARV_045,NEON.PLA.D01.HARV.10622,single bole tree,10.3,130,9.2,NA,NA,NA,NA,NA,NA,NA,NA,eb1c06d388ce7cb8e881417310aac1de,d6bd19cd6976b007ad17a1a634f021a9
b0c41ad4-054d-431a-b49a-4dbe2189c86e,HARV_045.basePlot.vst,2018-09-19,vst_HARV_2018,D01,HARV,HARV_045,NEON.PLA.D01.HARV.09984,single bole tree,16.1,130,12.0,NA,10.6,6.0,NA,NA,NA,NA,NA,eb1c06d388ce7cb8e881417310aac1de,d6bd19cd6976b007ad17a1a634f021a9
4d02657c-6760-42c3-a33b-6e51d96d9fd5,HARV_045.basePlot.vst,2018-09-19,vst_HARV_2018,D01,HARV,HARV_045,NEON.PLA.D01.HARV.10465,single bole tree,10.1,130,4.8,NA,NA,NA,NA,NA,NA,NA,NA,eb1c06d388ce7cb8e881417310aac1de,d6bd19cd6976b007ad17a1a634f021a9
e2fff92e-bbb2-487a-be95-fc8b06f27dc3,HARV_033.basePlot.vst,2018-09-20,vst_HARV_2018,D01,HARV,HARV_033,NEON.PLA.D01.HARV.05802,single bole tree,13.8,130,15.3,NA,NA,NA,NA,NA,NA,NA,NA,3e3a6efe33ef05b48d7a9e9f3f72bba0,1fb0ab702a1e349ebe60576a6a07ab87
c745ffb0-a1db-4051-8540-863223a35910,HARV_052.basePlot.vst,2018-09-20,vst_HARV_2018,D01,HARV,HARV_052,NEON.PLA.D01.HARV.10331,single bole tree,10.0,130,6.7,NA,NA,NA,NA,NA,NA,NA,NA,d6bd19cd6976b007ad17a1a634f021a9,c8ef7b059aab4c039eac6e8c49406af4
31efd144-1fc8-4fb1-9e23-4f76b1addf4a,HARV_033.basePlot.vst,2018-09-20,vst_HARV_2018,D01,HARV,HARV_033,NEON.PLA.D01.HARV.05640,single bole tree,35.4,130,21.7,NA,NA,NA,NA,NA,NA,NA,NA,3e3a6efe33ef05b48d7a9e9f3f72bba0,1fb0ab702a1e349ebe60576a6a07ab87
b15733a7-197d-4ef2-8e2d-75d1ee5667f3,HARV_033.basePlot.vst,2018-09-20,vst_HARV_2018,D01,HARV,HARV_033,NEON.PLA.D01.HARV.05646,single bole tree,56.3,130,22.1,NA,NA,NA,NA,NA,NA,NA,NA,3e3a6efe33ef05b48d7a9e9f3f72bba0,1fb0ab702a1e349ebe60576a6a07ab87
4c3b0711-f95d-453a-be0d-9ba2308f5f57,HARV_033.basePlot.vst,2018-09-20,vst_HARV_2018,D01,HARV,HARV_033,NEON.PLA.D01.HARV.05677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3e3a6efe33ef05b48d7a9e9f3f72bba0,1fb0ab702a1e349ebe60576a6a07ab87
ebb8eb90-5cfb-43eb-8f73-2808e35e8c4b,HARV_033.basePlot.vst,2018-09-20,vst_HARV_2018,D01,HARV,HARV_033,NEON.PLA.D01.HARV.05625,multi-bole tree,29.5,130,21.6,NA,NA,NA,NA,NA,NA,NA,NA,3e3a6efe33ef05b48d7a9e9f3f72bba0,1fb0ab702a1e349ebe60576a6a07ab87
21dc7291-81a1-4130-b689-7396ef72bfd2,HARV_033.basePlot.vst,2018-09-20,vst_HARV_2018,D01,HARV,HARV_033,NEON.PLA.D01.HARV.05678,single bole tree,26.8,130,20.1,NA,NA,NA,NA,NA,NA,NA,NA,3e3a6efe33ef05b48d7a9e9f3f72bba0,1fb0ab702a1e349ebe60576a6a07ab87
414b50b5-6080-432b-8736-93d9d99a35ac,HARV_033.basePlot.vst,2018-09-20,vst_HARV_2018,D01,HARV,HARV_033,NEON.PLA.D01.HARV.05639,single bole tree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3e3a6efe33ef05b48d7a9e9f3f72bba0,1fb0ab702a1e349ebe60576a6a07ab87
970f5aa4-e2fe-4455-bacf-47108fb29568,HARV_033.basePlot.vst,2018-09-20,vst_HARV_2018,D01,HARV,HARV_033,NEON.PLA.D01.HARV.05612,single bole tree,39.8,130,26.9,NA,NA,NA,NA,NA,NA,NA,NA,3e3a6efe33ef05b48d7a9e9f3f72bba0,1fb0ab702a1e349ebe60576a6a07ab87
ab157109-8752-4158-9f77-e195e9c331c9,HARV_052.basePlot.vst,2018-09-20,vst_HARV_2018,D01,HARV,HARV_052,NEON.PLA.D01.HARV.05868,single bole tree,33.4,130,8.3,NA,5.8,30.0,NA,NA,NA,NA,NA,d6bd19cd6976b007ad17a1a634f021a9,c8ef7b059aab4c039eac6e8c49406af4
