uid,namedLocation,date,eventID,domainID,siteID,plotID,measuredBy,recordedBy,individualID,tempShrubStemID,growthForm,stemDiameter,measurementHeight,height,baseCrownHeight,breakHeight,breakDiameter,maxCrownDiameter,ninetyCrownDiameter,canopyPosition,shape,basalStemDiameter
3ebf17ef-0a38-4b3b-a17d-dd1f2bbbc670,DELA_046.basePlot.vst,2015-06-08,vst_DELA_2015,D08,DELA,DELA_046,1fa0a5db246238689ddf7447031ee67d,de2edc31e4ad57774d7e4764da532967,NEON.PLA.D08.DELA.04069,NA,single bole tree,21.4,NA,NA,NA,NA,NA,NA,NA,Full sun,NA,NA
6c4a68b6-c7e4-476f-aed0-7fb2c3f0da39,DELA_046.basePlot.vst,2015-06-08,vst_DELA_2015,D08,DELA,DELA_046,1fa0a5db246238689ddf7447031ee67d,de2edc31e4ad57774d7e4764da532967,NEON.PLA.D08.DELA.04057,NA,single bole tree,32.8,NA,NA,NA,NA,NA,NA,NA,Full sun,NA,NA
b5d110ba-9eb8-4c08-b338-300b05055c5c,DELA_046.basePlot.vst,2015-06-08,vst_DELA_2015,D08,DELA,DELA_046,1fa0a5db246238689ddf7447031ee67d,de2edc31e4ad57774d7e4764da532967,NEON.PLA.D08.DELA.04049,NA,single bole tree,11.0,NA,NA,NA,NA,NA,NA,NA,Full shade,NA,NA
345e40ea-0a8e-42a9-895b-0334dce98f63,DELA_046.basePlot.vst,2015-06-08,vst_DELA_2015,D08,DELA,DELA_046,1fa0a5db246238689ddf7447031ee67d,de2edc31e4ad57774d7e4764da532967,NEON.PLA.D08.DELA.04031,NA,single bole tree,12.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
a4dbfc7b-9b35-47bf-83a1-86bb657b81f0,DELA_046.basePlot.vst,2015-06-08,vst_DELA_2015,D08,DELA,DELA_046,1fa0a5db246238689ddf7447031ee67d,de2edc31e4ad57774d7e4764da532967,NEON.PLA.D08.DELA.04034,NA,small tree,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3d0741ba-a376-4a48-8554-fc978577bbf5,DELA_046.basePlot.vst,2015-06-08,vst_DELA_2015,D08,DELA,DELA_046,1fa0a5db246238689ddf7447031ee67d,de2edc31e4ad57774d7e4764da532967,NEON.PLA.D08.DELA.04026,NA,single bole tree,28.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
b2facc09-380d-4dd2-959a-4ffeff8efdda,DELA_051.basePlot.vst,2015-06-09,vst_DELA_2015,D08,DELA,DELA_051,1fa0a5db246238689ddf7447031ee67d,de2edc31e4ad57774d7e4764da532967,NEON.PLA.D08.DELA.04073A,NA,NA,39.0,150,NA,NA,NA,NA,NA,NA,Full sun,NA,NA
b432b5da-01be-41f9-af6d-51b3265abc77,DELA_051.basePlot.vst,2015-06-09,vst_DELA_2015,D08,DELA,DELA_051,1fa0a5db246238689ddf7447031ee67d,de2edc31e4ad57774d7e4764da532967,NEON.PLA.D08.DELA.04075,NA,small tree,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5fde7351-fe8e-4860-9bf9-1833086e20bb,DELA_051.basePlot.vst,2015-06-09,vst_DELA_2015,D08,DELA,DELA_051,1fa0a5db246238689ddf7447031ee67d,de2edc31e4ad57774d7e4764da532967,NEON.PLA.D08.DELA.04091,NA,liana,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dc6ce28e-031f-4541-a9c9-e75068ce3c34,DELA_051.basePlot.vst,2015-06-09,vst_DELA_2015,D08,DELA,DELA_051,1fa0a5db246238689ddf7447031ee67d,de2edc31e4ad57774d7e4764da532967,NEON.PLA.D08.DELA.04142,NA,single bole tree,14.9,NA,NA,NA,NA,NA,NA,NA,Mostly shaded,NA,NA
